A₁	ⅱ	Ⅴ⁷	Ⅰ	(Ⅵ⁷)
	ⅱ	Ⅴ⁷	Ⅰ	(Ⅵ⁷)
	ⅱ	Ⅴ⁷	Ⅰ	(Ⅵ⁷)
	ⅱ	Ⅴ⁷	Ⅰ	(Ⅵ⁷)
A₂	ⅱ	Ⅴ⁷	Ⅰ	(Ⅵ⁷)
	ⅱø	Ⅴ⁷	Ⅰ	𝄎
	Ⅵ:[ⅱ	Ⅴ⁷]	Ⅵ	𝄎
	ⅱ	Ⅴ⁷	Ⅰ	𝄎
A₃	ⅱ	Ⅴ⁷	Ⅰ	(Ⅵ⁷)
	ⅱ	Ⅴ⁷	Ⅰ	Ⅲ⁷
B	ⅵ	ⅱ·Ⅴ⁷	Ⅰ	ⅵ
	ⅱ	Ⅴ⁷	Ⅰ	Ⅳ:[ⅱ·Ⅴ⁷]
C	Ⅳ	ꓭ⁷	Ⅰ	Ⅱ:[ⅱ·V⁷]
	ⅱ	Ⅴ⁷	Ⅰ	𝄎
