A₁	Ⅰ	𝕋⁷/Ⅳ	Ⅳ	ⅱ:[ⅱø·Ⅴ⁷]
	ⅵ	Ⅴ⁷/Ⅴ	ⅱ	Ⅴ⁷
A₂	Ⅰ	𝕋⁷/Ⅳ	Ⅳ	ⅱ:[ⅱø·Ⅴ⁷]
	ⅵ	Ⅴ⁷/Ⅴ	ⅱ	Ⅴ⁷
B	Ⅳ:[ⅱ	Ⅴ⁷]	Ⅳ	ꓭ⁷
	ⅲ	Ⅴ⁷/ⅱ	Ⅴ⁷/Ⅴ	Ⅴ⁷
A₃	Ⅰ	𝕋⁷/Ⅳ	Ⅳ	ⅱ:[ⅱø·Ⅴ⁷]
	ⅱ	Ⅴ⁷	Ⅰ	𝄎
